24119240733545,0.088834,0.039824,-0.006623
24119260814118,0.080314,0.015329,-0.023663
24119280925159,0.093094,-0.024076,-0.027923
24119301066774,0.194269,-0.012361,-0.006623
24119321177868,0.132499,0.119699,-0.036443
24119341319482,-0.029381,0.077099,0.010417
24119361430576,-0.066656,-0.044311,0.127567
24119381572138,-0.075176,-0.174241,0.139282
24119401683232,-0.013406,-0.080521,0.064732
24119421855368,0.092029,-0.054961,-0.015143
24119441935940,0.226219,-0.083716,-0.016208
24119462108024,0.362539,-0.099691,-0.026858
24119482188597,0.394489,-0.124186,-0.034313
24119502360732,0.181489,-0.158266,-0.017273
24119522471826,0.128239,-0.119926,-0.107798
24119542613440,0.245389,-0.202996,-0.181283
24119562724482,0.324199,-0.197671,-0.140813
24119582866097,0.257104,-0.206191,-0.120578
24119602977190,-0.001691,-0.204061,-0.051353
24119623149326,-0.193391,-0.181696,-0.035378
24119643229847,-0.358466,-0.199801,-0.084368
24119663401982,-0.397871,-0.247726,-0.137618
24119683482555,-0.513956,-0.346771,-0.104603
24119703654690,-0.642821,-0.447946,-0.055613
24119723765784,-0.551231,-0.573616,-0.057743
24119743907347,-0.394676,-0.721651,0.001897
24119764018440,-0.265811,-0.794071,0.040237
24119784190576,-0.208301,-0.871816,-0.038573
24119804271149,-0.459641,-1.001746,-0.032183
24119824473753,-0.870731,-1.112506,0.057277
24119844554326,-1.092251,-1.260541,0.048757
24119864726461,-1.206206,-1.369171,-0.098213
24119883993388,-1.117811,-1.439461,-0.293108
24119904134951,-0.587441,-1.384081,-0.528473
24119924246045,0.096289,-1.293556,-0.436883
24119944387659,0.699079,-1.312726,-0.059873
24119964498753,1.152769,-1.049671,-0.083303
24119984640368,1.268854,-0.990031,-0.284588
24120004751409,0.753394,-1.053931,-0.236663
24120024923545,-0.259421,-1.185991,-0.081173
24120045004118,-1.171061,-1.234981,-0.109928
24120065176253,-1.173191,-1.117831,-0.376178
24120085256774,-0.624716,-1.052866,-0.424103
24120105428909,-0.038966,-0.927196,-0.247313
24120125540003,0.079249,-0.856906,-0.194063
24120145681618,-0.099671,-0.806851,-0.252638
24120165792711,-0.210431,-0.687571,-0.241988
24120185934274,-0.065591,-0.553381,-0.162113
24120206045368,-0.013406,-0.427711,-0.081173
24120226217503,-0.119906,-0.295651,-0.044963
24120246298076,-0.311606,-0.257311,0.004027
24120266470159,-0.299891,-0.212581,-0.020468
24120286550732,0.002569,-0.115666,-0.048158
24120306722868,0.268819,-0.020881,-0.050288
24120326833961,0.227284,-0.014491,-0.053483
24120346945055,-0.017666,-0.128446,-0.040703
24120367086618,-0.260486,-0.127381,0.000832
24120387228232,-0.310541,-0.026206,-0.008753
24120407369847,-0.174221,0.002549,-0.013013
24120427480940,-0.103931,-0.013426,0.041302
24120447591982,-0.042161,0.028109,0.017872
24120467733597,-0.016601,0.046214,-0.024728
24120487875211,0.054754,0.016394,-0.006623
24120507986305,0.050494,0.016394,-0.032183
24120528127868,-0.002756,-0.018751,-0.036443
24120548269482,-0.031511,-0.018751,-0.020468
24120568380576,-0.010211,0.000419,-0.027923
24120588522190,-0.012341,0.018524,-0.003428
24120608663805,-0.035771,0.051539,0.009352
24120628805368,-0.038966,0.078164,0.002962
24120648916461,0.027064,0.060059,0.025327
24120669027555,0.086704,0.061124,0.040237
24120689169170,0.104809,0.102659,0.029587
24120709341253,0.098419,0.088814,0.015742
24120729421826,0.072859,0.069644,0.026392
24120749593961,0.016414,0.087749,0.012547
24120769674534,-0.049616,0.063254,0.011482
24120789846618,-0.038966,0.030239,0.020002
24120809957711,-0.031511,0.028109,0.022132
24120830099326,-0.037901,0.048344,0.022132
24120850210420,-0.047486,0.007874,0.007222
24120870352034,-0.010211,-0.010231,0.022132
24120890615628,0.050494,0.032369,0.028522
24120910787763,0.081379,0.024914,0.039172
24120930868336,0.089899,0.049409,0.048757
24120951040472,0.054754,0.040889,0.056212
24120971121045,-0.008081,0.017459,0.059407
24120991262607,-0.070916,0.020654,0.051952
24121011373701,-0.068786,0.015329,0.041302
24121031545836,-0.028316,-0.001711,0.033847
24121051656930,0.019609,0.019589,0.014677
24121071798493,0.038779,0.018524,-0.007688
24121091909586,0.040909,0.025979,-0.000233
24121112081722,0.044104,0.024914,-0.004493
24121132162295,0.018544,0.010004,-0.003428
24121152334378,0.003634,0.002549,0.007222
24121172445472,0.000439,0.007874,-0.001298
24121192587086,-0.008081,0.012134,-0.014078
24121212698180,-0.062396,0.003614,-0.020468
24121232809274,-0.067721,-0.028336,-0.019403
24121252920315,-0.029381,0.003614,-0.022598
24121273092451,0.027064,-0.000646,-0.028988
24121293173024,0.030259,0.011069,-0.005558
24121313345159,-0.051746,-0.000646,-0.008753
24121333456201,-0.110321,-0.037921,0.008287
24121353628336,-0.062396,-0.038986,0.014677
24121373739430,0.024934,-0.010231,0.000832
24121393881045,0.086704,0.011069,0.007222
24121413992138,0.061144,-0.012361,0.031717
24121434133701,0.011089,-0.007036,0.034912
24121454244795,-0.030446,0.016394,0.018937
24121474386409,-0.003821,0.016394,0.022132
24121494497503,-0.001691,0.005744,0.035977
24121514669586,0.004699,0.028109,0.033847
24121534750159,-0.012341,0.038759,0.010417
24121554922295,-0.034706,0.003614,0.014677
24121575033388,-0.005951,0.003614,0.011482
24121595174951,0.055819,0.028109,0.012547
24121615286045,0.079249,0.037694,0.022132
24121635427659,0.104809,0.006809,0.027457
24121655538753,0.055819,-0.000646,0.042367
24121675710888,-0.031511,0.024914,0.047692
24121695791409,-0.190196,0.015329,0.039172
24121715963545,-0.228536,-0.027271,0.035977
24121736074638,-0.120971,-0.025141,0.038107
24121756216253,0.048364,-0.019816,0.031717
24121776327295,0.147409,-0.005971,0.009352
24121796468909,0.144214,-0.001711,-0.013013
24121816580003,0.061144,-0.024076,-0.007688
24121836721618,-0.033641,-0.017686,0.004027
24121856832711,-0.085826,-0.015556,0.002962
24121876974274,-0.042161,-0.011296,0.002962
24121897082763,0.028129,-0.021946,0.008287
24121917224378,0.078184,-0.015556,0.004027
24121937365993,0.073924,-0.013426,0.006157
24121957507555,0.014284,-0.031531,0.017872
24121977618649,-0.042161,-0.032596,0.009352
24121997729743,-0.044291,-0.034726,0.011482
24122017871357,0.016414,-0.010231,0.011482
24122038012972,0.028129,-0.007036,0.012547
24122058124013,0.059014,0.002549,0.017872
24122078265628,0.054754,0.003614,0.008287
24122098376722,0.032389,0.006809,0.009352
24122118518336,-0.019796,0.003614,0.021067
24122138659899,-0.022991,-0.007036,0.017872
24122158770993,-0.017666,-0.001711,0.020002
24122178912607,0.010024,-0.032596,0.015742
24122199023701,0.043039,-0.007036,0.015742
24122219165315,0.078184,0.007874,0.024262
24122239337399,0.111199,0.006809,0.048757
24122259448493,0.137824,-0.002776,0.060472
24122279590107,0.137824,-0.002776,0.066862
24122299701201,0.100549,0.018524,0.062602
24122319842763,0.008959,0.003614,0.062602
24122339923336,-0.059201,0.000419,0.050887
24122360125993,-0.101801,-0.017686,0.035977
24122380206565,-0.035771,-0.025141,0.027457
24122400348128,0.051559,-0.001711,0.012547
24122420459222,0.097354,0.010004,-0.006623
24122440600836,0.056884,0.008939,-0.011948
24122460742451,-0.047486,-0.028336,-0.004493
24122480884065,-0.098606,-0.026206,-0.002363
24122500995107,-0.070916,-0.013426,-0.005558
24122521167243,-0.002756,-0.016621,0.006157
24122541247815,-0.013406,-0.024076,0.030652
24122561358909,-0.036836,-0.008101,0.033847
24122581470003,-0.051746,-0.005971,0.039172
24122601642086,-0.022991,0.029174,0.066862
24122621753180,-0.018731,0.018524,0.037042
24122641894795,0.002569,0.036629,0.048757
24122662005888,-0.035771,0.046214,0.048757
24122682147451,-0.085826,0.051539,0.040237
24122702258545,-0.117776,0.060059,0.073252
24122722430680,-0.157181,0.072839,0.095617
24122742541774,-0.182741,0.107984,0.099877
24122762683336,-0.244511,0.131414,0.122242
24122782763909,-0.338231,0.163364,0.196792
24122802936045,-0.386156,0.230459,0.227677
24122823047138,-0.277526,0.265604,0.174427
24122843188753,-0.124166,0.266669,0.128632
24122863299795,-0.014471,0.269864,0.104137
24122883471930,-0.051746,0.246434,0.071122
24122903605940,-0.128426,0.195314,0.049822
24122923778076,-0.153986,0.144194,0.053017
24122943858597,-0.090086,0.106919,0.050887
24122964030732,0.010024,0.100529,0.041302
24122984141826,0.095224,0.051539,0.040237
24123004283440,0.098419,0.017459,0.073252
24123024425003,0.014284,0.017459,0.072187
24123044536097,-0.089021,-0.010231,0.066862
24123064677711,-0.130556,-0.013426,0.081772
24123084788805,-0.099671,-0.020881,0.066862
24123104899899,-0.031511,-0.019816,0.054082
24123125071982,-0.004886,0.000419,0.048757
24123145183076,-0.000626,0.015329,0.034912
24123165324690,0.007894,0.032369,0.020002
24123185466305,-0.014471,0.015329,0.031717
24123205577347,-0.007016,0.003614,0.034912
24123225718961,0.027064,0.015329,0.021067
24123245830055,0.076054,0.028109,-0.000233
24123265971670,0.078184,0.029174,-0.010883
24123286113284,0.055819,0.020654,0.002962
24123306224326,0.017479,0.016394,0.008287
24123326365940,0.004699,0.014264,0.006157
24123346477034,-0.004886,0.015329,0.006157
24123366618649,-0.010211,-0.004906,0.011482
24123386760211,0.036649,-0.007036,0.008287
24123406871305,0.059014,-0.002776,0.001897
